id,'duration',prot_type,service,flag,'src_bytes','dst_bytes','land','wrong_fragment','urgent','logged_in','num_compromised','root_shell','su_attempted','num_root','num_file_creations','num_shells','num_access_files','num_outbound_cmds','is_host_login','is_guest_login','count','srv_count','serror_rate','srv_serror_rate','rerror_rate','srv_rerror_rate','same_srv_rate','srv_diff_host_rate','dst_host_count','dst_host_srv_count','dst_host_same_srv_rate','dst_host_diff_srv_rate','dst_host_same_src_port_rate','dst_host_srv_diff_host_rate','dst_host_serror_rate','dst_host_srv_serror_rate',class
2018,0,1,6,0,45,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,153,0.0,0.0,0.0,0.0,1.0,0.01,255,254,1.0,0.01,0.0,0.0,0.0,0.0,0
2019,0,2,8,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0.0,0.0,0.0,0.0,0.12,0.0,255,7,0.03,0.01,0.09,0.0,0.0,0.0,0
2020,0,0,3,0,54540,8314,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,254,254,1.0,0.0,0.0,0.0,0.0,0.0,1
2021,0,0,9,0,7,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,144,10,0.03,0.03,0.01,0.2,0.0,0.0,0
2022,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,5,1.0,1.0,0.0,0.0,0.02,0.0,255,5,0.02,0.05,0.0,0.0,1.0,1.0,1
2023,0,0,3,0,54540,8314,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,3,0.0,0.0,0.0,0.0,1.0,0.0,13,13,1.0,0.0,0.08,0.0,0.0,0.0,1
2024,0,0,3,0,315,1086,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,17,0.0,0.0,0.12,0.06,1.0,0.24,255,255,1.0,0.0,0.0,0.0,0.01,0.01,0
2025,0,1,6,0,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,176,0.0,0.0,0.0,0.0,1.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0
2026,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,3,1.0,1.0,0.0,0.0,0.02,0.0,255,14,0.05,0.07,0.0,0.0,1.0,1.0,1
2027,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1.0,1.0,0.0,0.0,0.75,0.0,255,60,0.24,0.04,0.0,0.0,1.0,1.0,1
2028,0,1,6,0,44,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,164,0.0,0.0,0.0,0.0,1.0,0.01,255,246,0.96,0.01,0.01,0.0,0.0,0.0,0
2029,0,0,3,0,218,2402,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,9,0.0,0.0,0.0,0.0,1.0,0.0,254,255,1.0,0.0,0.0,0.01,0.0,0.0,0
2030,39667,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,1.0,1.0,1.0,0.0,255,2,0.01,0.5,1.0,0.0,0.0,0.0,1
2031,0,0,10,0,374,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,155,5,0.97,0.0,0.0,0.0,0.03,0.0,255,11,0.04,0.06,0.04,0.0,0.96,0.0,0
2032,5,0,0,0,1048,336,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0.0,0.0,0.0,0.0,1.0,1.0,125,198,0.8,0.03,0.01,0.01,0.0,0.0,0
2033,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,1,0.05,0.0,0.94,1.0,0.0,0.0,255,1,0.0,0.96,0.0,0.0,0.03,0.0,1
2034,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,14,1.0,1.0,0.0,0.0,0.11,0.0,255,2,0.01,0.08,0.0,0.0,1.0,1.0,1
2035,0,0,3,0,201,290,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,14,0.0,0.0,0.0,0.0,1.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0
2036,0,0,3,0,322,93111,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,12,0.0,0.0,0.0,0.0,1.0,0.0,38,255,1.0,0.0,0.03,0.03,0.03,0.01,0
2037,0,0,3,0,274,3225,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,44,0.0,0.0,0.0,0.0,1.0,0.11,155,255,1.0,0.0,0.01,0.02,0.0,0.0,0
2038,0,0,0,0,1505,329,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,6,191,1.0,0.0,0.17,0.02,0.0,0.0,0
2039,0,0,3,0,218,1337,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,6,0.0,0.0,0.0,0.0,1.0,0.0,27,27,1.0,0.0,0.04,0.0,0.0,0.0,0
2040,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,10,1.0,1.0,0.0,0.0,0.05,0.0,255,10,0.04,0.05,0.0,0.0,1.0,1.0,1
2041,0,0,3,0,190,1227,0,0,0,1,0,0,0,0,0,0,0,0,0,0,39,57,0.0,0.0,0.0,0.0,1.0,0.07,220,255,1.0,0.0,0.0,0.02,0.0,0.0,0
2042,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,6,1.0,1.0,0.0,0.0,0.05,0.0,255,7,0.03,0.06,0.0,0.0,1.0,1.0,1
2043,0,0,3,0,223,5567,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0.0,0.0,0.0,0.0,1.0,0.0,3,255,1.0,0.0,0.33,0.04,0.0,0.0,0
2044,0,2,13,0,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,4,1,0.25,0.5,0.25,0.0,0.0,0.0,0
2045,19,0,0,0,955,281,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,212,156,0.56,0.07,0.0,0.01,0.0,0.0,0
2046,0,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,20,1.0,1.0,0.0,0.0,0.09,0.0,255,20,0.08,0.05,0.0,0.0,1.0,1.0,1
2047,0,0,3,0,189,31876,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,25,255,1.0,0.0,0.04,0.03,0.0,0.0,0
2048,0,0,10,0,879,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,14,0.0,0.0,0.0,0.0,1.0,0.0,255,128,0.5,0.02,0.5,0.0,0.0,0.0,0
2049,0,0,3,0,328,14087,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0.0,0.0,0.0,0.0,1.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0
2050,0,1,4,0,147,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,255,2,0.01,0.59,0.98,0.0,0.0,0.0,0
2051,0,2,15,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,253,253,1.0,0.0,1.0,0.0,0.0,0.0,0
2052,0,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267,19,1.0,1.0,0.0,0.0,0.07,0.0,255,2,0.01,0.07,0.0,0.0,1.0,1.0,1
2053,0,0,17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,12,0.0,0.0,1.0,1.0,0.18,0.0,255,11,0.04,0.08,0.0,0.0,0.0,0.0,1
2054,0,0,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271,14,1.0,1.0,0.0,0.0,0.05,0.0,255,14,0.05,0.07,0.0,0.0,1.0,1.0,1
2055,0,0,3,0,308,3307,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,6,0.0,0.0,0.0,0.0,1.0,0.5,85,121,1.0,0.0,0.01,0.02,0.0,0.0,0
2056,0,0,3,0,328,1197,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0.33,0.33,0.0,0.0,1.0,0.0,3,255,1.0,0.0,0.33,0.04,0.33,0.0,0
2057,0,0,19,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,0.0,0.0,1.0,0.0,42,1,0.02,0.1,0.02,0.0,0.02,1.0,0
2058,5,0,3,0,268,279,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0.0,0.0,0.0,0.0,1.0,0.67,106,102,0.96,0.02,0.01,0.0,0.0,0.0,0
2059,0,0,3,0,294,997,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,0.25,0.25,0.0,0.0,1.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0
2060,0,0,3,0,240,1137,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,5,0.0,0.0,0.0,0.0,1.0,0.0,202,255,1.0,0.0,0.0,0.01,0.0,0.0,0
2061,0,0,3,0,306,2698,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4,14,0.0,0.0,0.0,0.0,1.0,0.14,255,247,0.97,0.01,0.0,0.0,0.0,0.0,0
2062,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,9,0.95,0.89,0.05,0.11,0.36,0.22,255,28,0.11,0.05,0.02,0.0,1.0,1.0,1
2063,0,0,3,0,295,471,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,1,255,1.0,0.0,1.0,0.04,0.0,0.01,0
2064,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,10,1.0,1.0,0.0,0.0,0.08,0.0,255,6,0.02,0.06,0.0,0.0,1.0,1.0,1
2065,0,0,3,0,223,3521,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19,19,0.0,0.0,0.0,0.0,1.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0
2066,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0.5,0.33,0.0,0.0,1.0,0.67,3,12,1.0,0.0,0.67,0.33,0.33,0.08,0
2067,0,0,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267,6,0.0,0.0,1.0,1.0,0.02,0.0,255,6,0.02,0.07,0.0,0.0,0.0,0.0,1
2068,0,1,4,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0.0,0.0,0.0,0.0,0.33,0.0,255,1,0.0,0.62,0.92,0.0,0.0,0.0,0
2069,0,2,13,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,6,0.0,0.0,0.0,0.0,0.21,0.0,255,7,0.03,0.01,0.03,0.0,0.0,0.0,0
2070,0,0,3,0,202,674,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,7,0.0,0.0,0.0,0.0,1.0,0.0,92,255,1.0,0.0,0.01,0.03,0.0,0.0,0
2071,0,0,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267,19,1.0,1.0,0.0,0.0,0.07,0.0,255,4,0.02,0.07,0.0,0.0,1.0,1.0,1
2072,0,0,3,0,205,10044,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,12,0.0,0.0,0.0,0.0,1.0,0.17,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0
2073,7,0,4,0,1766,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,211,1,0.0,0.04,0.37,0.0,0.0,0.0,0
2074,0,0,3,0,246,1817,0,0,0,1,0,0,0,0,0,0,0,0,0,0,25,25,0.0,0.0,0.0,0.0,1.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0
2075,0,1,6,0,46,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,151,0.0,0.0,0.0,0.0,1.0,0.01,255,225,0.88,0.01,0.0,0.0,0.0,0.0,0
2076,0,0,10,0,5558,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,6,0.0,0.0,0.0,0.0,1.0,0.0,31,97,0.52,0.06,0.52,0.03,0.0,0.0,0
2077,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271,23,1.0,1.0,0.0,0.0,0.08,0.0,255,23,0.09,0.05,0.0,0.0,1.0,1.0,1
2078,0,0,3,0,343,10925,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,21,0.0,0.0,0.0,0.0,1.0,0.1,5,255,1.0,0.0,0.2,0.03,0.0,0.0,0
2079,1,0,0,0,897,329,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0.0,0.0,0.0,0.0,1.0,1.0,181,134,0.43,0.03,0.01,0.01,0.0,0.0,0
2080,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209,16,1.0,1.0,0.0,0.0,0.08,0.0,255,16,0.06,0.06,0.0,0.0,1.0,1.0,1
2081,0,0,3,0,338,1179,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,2,255,1.0,0.0,0.5,0.04,0.0,0.0,0
2082,0,0,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,3,1.0,1.0,0.0,0.0,0.03,0.0,255,3,0.01,0.07,0.0,0.0,1.0,1.0,1
2083,27,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,1.0,1.0,0.0,255,1,0.0,1.0,1.0,0.0,0.0,0.0,1
2084,0,0,3,0,305,660,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,13,0.0,0.0,0.0,0.0,1.0,0.0,13,255,1.0,0.0,0.08,0.09,0.0,0.0,0
2085,0,0,0,0,1338,367,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0.0,0.0,0.0,0.0,1.0,1.0,92,221,0.96,0.02,0.01,0.01,0.0,0.0,0
2086,0,0,22,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,492,1,0.06,0.0,0.93,1.0,0.0,0.0,255,1,0.0,1.0,0.0,0.0,0.08,0.0,1
2087,0,0,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,20,1.0,1.0,0.0,0.0,0.08,0.0,255,20,0.08,0.07,0.0,0.0,1.0,1.0,1
2088,0,0,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,20,1.0,1.0,0.0,0.0,0.13,0.0,255,13,0.05,0.07,0.0,0.0,1.0,1.0,1
2089,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,10,1.0,1.0,0.0,0.0,0.26,0.0,255,30,0.12,0.06,0.01,0.0,1.0,1.0,1
2090,0,0,3,0,225,901,0,0,0,1,0,0,0,0,0,0,0,0,0,0,52,52,0.0,0.0,0.0,0.0,1.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0
2091,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,1,1.0,1.0,0.0,0.0,0.02,0.0,255,21,0.08,0.05,0.0,0.0,1.0,1.0,1
2092,0,0,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,1.0,1.0,0.0,0.0,0.21,0.0,255,17,0.07,0.07,0.0,0.0,1.0,1.0,1
2093,0,0,10,0,749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,255,42,0.16,0.02,0.16,0.0,0.55,0.0,0
2094,0,0,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267,10,1.0,1.0,0.0,0.0,0.04,0.0,255,10,0.04,0.07,0.0,0.0,1.0,1.0,1
2095,0,0,3,0,217,501,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,21,0.0,0.0,0.0,0.0,1.0,0.14,20,255,1.0,0.0,0.05,0.02,0.0,0.0,0
2096,0,1,6,0,45,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,152,0.0,0.0,0.0,0.0,1.0,0.01,255,246,0.96,0.01,0.0,0.0,0.0,0.0,0
2097,0,0,3,0,170,37014,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0
2098,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,6,1.0,1.0,0.0,0.0,0.02,0.0,255,7,0.03,0.07,0.0,0.0,1.0,1.0,1
2099,0,0,0,0,2600,286,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,139,114,0.48,0.06,0.01,0.02,0.01,0.02,0
2100,0,0,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1.0,1.0,0.0,0.0,0.5,0.0,255,2,0.01,0.07,0.0,0.0,1.0,1.0,1
2101,0,1,6,0,43,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,133,0.0,0.0,0.0,0.0,1.0,0.0,255,201,0.79,0.01,0.0,0.0,0.0,0.0,0
2102,0,0,10,0,383,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,4,0.0,0.0,0.0,0.0,1.0,0.5,142,14,0.02,0.03,0.02,0.14,0.0,0.0,0
2103,0,0,3,0,359,1402,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0
2104,0,0,3,0,296,9928,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0.0,0.0,0.0,0.0,1.0,0.0,58,255,1.0,0.0,0.02,0.07,0.0,0.0,0
2105,0,0,3,0,174,3159,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,26,26,1.0,0.0,0.04,0.0,0.0,0.0,0
2106,0,1,6,0,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,16,0.0,0.0,0.0,0.0,1.0,0.12,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0
2107,0,0,0,0,1145,332,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,181,104,0.57,0.03,0.01,0.0,0.0,0.0,0
2108,0,2,15,0,1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,511,0.0,0.0,0.0,0.0,1.0,0.0,255,174,0.68,0.02,0.68,0.0,0.0,0.0,1
2109,0,0,3,0,380,1770,0,0,0,1,0,0,0,0,0,0,0,0,0,0,32,35,0.0,0.0,0.0,0.0,1.0,0.09,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0
2110,0,0,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,14,1.0,1.0,0.0,0.0,0.28,0.0,255,14,0.05,0.05,0.0,0.0,1.0,1.0,1
2111,0,1,6,0,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,149,0.0,0.0,0.0,0.0,1.0,0.0,255,255,1.0,0.0,0.01,0.0,0.0,0.0,0
2112,0,0,3,0,213,2325,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,11,0.0,0.0,0.0,0.0,1.0,0.18,198,255,1.0,0.0,0.01,0.02,0.0,0.0,0
2113,0,1,6,0,44,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,149,0.0,0.0,0.0,0.0,1.0,0.01,255,214,0.84,0.02,0.0,0.0,0.0,0.0,0
2114,0,1,6,0,44,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,176,0.0,0.0,0.0,0.0,1.0,0.0,255,250,0.98,0.01,0.01,0.0,0.0,0.0,0
2115,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,1.0,1.0,0.0,3,200,1.0,0.0,0.33,0.18,0.0,0.0,0
2116,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0.0,0.0,0.0,0.0,1.0,0.0,255,81,0.32,0.11,0.95,0.0,0.0,0.0,1
2117,7,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,1.0,1.0,1.0,0.0,255,2,0.01,0.51,1.0,0.0,0.0,0.0,1
2118,0,0,3,0,298,2445,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,9,0.0,0.0,0.0,0.0,1.0,0.0,213,255,1.0,0.0,0.0,0.01,0.0,0.0,0
2119,0,0,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,20,1.0,1.0,0.0,0.0,0.14,0.0,255,1,0.0,0.07,0.0,0.0,1.0,1.0,1
2120,25641,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,1.0,1.0,1.0,0.0,255,2,0.01,0.64,1.0,0.0,0.0,0.0,1
2121,0,0,3,0,198,1705,0,0,0,1,0,0,0,0,0,0,0,0,0,0,24,24,0.0,0.0,0.0,0.0,1.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0
2122,0,0,3,0,235,19714,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,31,255,1.0,0.0,0.03,0.04,0.0,0.0,0
2123,0,0,3,0,191,13667,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,9,0.0,0.0,0.0,0.0,1.0,0.22,169,255,1.0,0.0,0.01,0.02,0.0,0.0,0
2124,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,17,0.0,0.0,1.0,1.0,0.06,0.0,255,17,0.07,0.08,0.0,0.0,0.0,0.0,1
2125,0,2,15,0,1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,511,0.0,0.0,0.0,0.0,1.0,0.0,255,236,0.93,0.04,0.93,0.0,0.0,0.0,1
2126,0,0,3,0,283,255,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,8,0.0,0.0,0.0,0.0,1.0,0.0,255,255,1.0,0.0,0.01,0.0,0.0,0.0,0
2127,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,6,0.0,0.0,1.0,1.0,0.03,0.0,255,6,0.02,0.09,0.0,0.0,0.0,0.0,1
2128,0,0,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,1,1.0,1.0,0.0,0.0,0.01,0.0,255,1,0.0,0.06,0.0,0.0,1.0,1.0,1
2129,0,0,3,0,293,2325,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,11,0.0,0.0,0.0,0.0,1.0,0.18,239,255,1.0,0.0,0.0,0.01,0.0,0.0,0
2130,0,1,6,0,45,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,208,0.0,0.0,0.0,0.0,1.0,0.01,255,166,0.65,0.01,0.0,0.0,0.0,0.0,0
2131,0,1,6,0,33,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0.0,0.0,0.0,0.0,1.0,1.0,255,245,0.96,0.01,0.01,0.0,0.0,0.0,0
2132,171,0,3,0,330,538,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,3,0.0,0.0,0.0,0.0,1.0,0.67,7,255,1.0,0.0,0.14,0.05,0.0,0.0,0
